ID,County,Locality,Lat,Lon,Elev,Trap,StartDay,StartMonth,StartYear,EndDay,EndMonth,EndYear,Sex,Observer/Collector,Family,Genus,Species
PHPP17-1166,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1167,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1168,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1169,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,borealis
PHPP17-117,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-1170,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,ternarius
PHPP17-1171,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1172,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1173,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,insularis
PHPP17-1174,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1175,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1176,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,huntii
PHPP17-1177,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1178,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1179,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-118,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-1180,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,perplexus
PHPP17-1181,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1182,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,huntii
PHPP17-1183,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1184,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1185,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,insularis
PHPP17-1186,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1187,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1188,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,perplexus
PHPP17-1189,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Halictidae,Lasioglossum,paraforbesii
PHPP17-119,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-1191,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,insularis
PHPP17-1192,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1193,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1194,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1195,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1196,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1197,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1198,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1199,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-120,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-1200,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1201,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1202,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1203,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1204,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1205,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1206,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,huntii
PHPP17-1207,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,ternarius
PHPP17-1208,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1209,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,huntii
PHPP17-121,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-1210,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1211,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1212,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1213,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1214,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Halictidae,Agapostemon,texanus
PHPP17-1215,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1216,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1217,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1218,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1219,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1220,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1221,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1222,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1223,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,huntii
PHPP17-1224,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1225,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1226,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1227,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1228,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1229,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1230,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1231,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1232,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1233,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1235,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1236,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1237,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1238,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1239,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,huntii
PHPP17-124,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-1240,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1241,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1242,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1243,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1244,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Anthophora,terminalis
PHPP17-1246,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1247,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1248,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1249,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,huntii
PHPP17-1250,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,insularis
PHPP17-1251,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1252,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1253,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1254,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Anthophora,terminalis
PHPP17-1255,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,male,S. Johnson,Megachilidae,Anthidium,tenuiflorae
PHPP17-1256,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,male,S. Johnson,Apidae,Melissodes,confusus
PHPP17-1257,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,male,S. Johnson,Apidae,Melissodes,confusus
PHPP17-1258,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Halictidae,Halictus,confusus
PHPP17-1259,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Megachilidae,Megachile,melanophaea
PHPP17-126,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-1261,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1262,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,male,S. Johnson,Megachilidae,Megachile,perihirta
PHPP17-1263,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,perplexus
PHPP17-1264,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,male,S. Johnson,Megachilidae,Megachile,inermis
PHPP17-1265,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1266,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Anthophora,terminalis
PHPP17-1267,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,male,S. Johnson,Apidae,Melissodes,confusus
PHPP17-1268,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,male,S. Johnson,Megachilidae,Coelioxys,sodalis
PHPP17-127,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-1270,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Halictidae,Lasioglossum,colatum
PHPP17-1272,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1273,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1274,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1275,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Anthophora,terminalis
PHPP17-1276,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Anthophora,terminalis
PHPP17-1277,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1278,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,male,S. Johnson,Apidae,Melissodes,confusus
PHPP17-1279,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,male,S. Johnson,Apidae,Melissodes,confusus
PHPP17-128,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-1281,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Halictidae,Halictus,rubicundus
PHPP17-1283,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1284,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1285,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1286,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1287,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1288,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1289,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-129,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-1290,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1291,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1292,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,perplexus
PHPP17-1293,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1294,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1295,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1296,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1297,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1298,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1299,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-130,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-1300,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1301,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,perplexus
PHPP17-1302,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1303,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1304,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1305,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1306,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1307,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1308,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1309,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-131,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-1310,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1311,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,perplexus
PHPP17-1312,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1313,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1314,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Megachilidae,Megachile,perihirta
PHPP17-1315,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-1316,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,16,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
